return_id,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes
RET-100239,True,False,False,False,True,2,True,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100240,True,False,False,True,False,0,False,True,False,3,Customer initiated return for SHIPPING_DAMAGE
RET-100241,True,False,False,False,False,0,True,False,True,2,Customer initiated return for COMPATIBILITY_ISSUE
RET-100242,True,False,True,True,False,1,True,False,True,7,Customer initiated return for COMPATIBILITY_ISSUE
RET-100243,True,False,True,False,True,2,True,False,True,7,Customer initiated return for WARRANTY_FAILURE
RET-100244,True,False,True,False,True,1,False,False,True,6,Customer initiated return for WARRANTY_FAILURE
RET-100245,True,True,True,True,False,1,True,False,True,8,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100246,True,False,False,True,False,0,False,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE
RET-100247,True,False,True,False,False,0,False,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100248,True,False,False,False,True,2,False,True,True,8,Customer initiated return for MISSING_ACCESSORY
RET-100249,True,False,False,True,False,0,True,True,True,7,Customer initiated return for MISSING_ACCESSORY
RET-100250,True,False,False,True,False,0,True,True,False,8,Customer initiated return for PRODUCT_DEFECT
RET-100251,True,False,True,True,True,0,False,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100252,True,True,True,False,False,1,False,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100253,True,False,True,True,True,1,True,True,True,6,Customer initiated return for MISSING_ACCESSORY
RET-100254,True,False,False,False,False,2,True,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100255,True,True,False,True,True,2,True,True,False,7,Customer initiated return for SHIPPING_DAMAGE
RET-100256,True,True,False,True,False,0,False,False,True,6,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100257,True,True,False,False,True,2,False,False,True,10,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100258,True,False,False,False,False,1,True,True,False,5,Customer initiated return for SHIPPING_DAMAGE
RET-100259,True,False,False,True,False,2,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100260,True,False,False,False,True,2,False,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE
RET-100261,True,False,False,True,True,1,False,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE
RET-100262,True,True,False,True,False,0,False,True,False,4,Customer initiated return for SHIPPING_DAMAGE
RET-100263,True,False,True,False,False,0,False,False,True,4,Customer initiated return for LISTING_MISMATCH
RET-100264,True,True,False,False,False,2,False,False,True,10,Customer initiated return for LISTING_MISMATCH
RET-100265,True,False,False,False,True,1,True,False,True,1,Customer initiated return for CUSTOMER_DAMAGE
RET-100266,True,False,False,True,False,0,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE
RET-100267,True,False,True,True,True,0,False,False,True,2,Customer initiated return for COMPATIBILITY_ISSUE
RET-100268,True,True,False,False,True,1,False,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100269,True,False,False,False,False,2,False,True,False,5,Customer initiated return for SHIPPING_DAMAGE
RET-100270,True,True,False,False,False,0,False,True,True,2,Customer initiated return for MISSING_ACCESSORY
RET-100271,True,True,True,True,False,0,True,True,False,2,Customer initiated return for SHIPPING_DAMAGE
RET-100272,True,True,True,False,True,0,True,False,True,10,Customer initiated return for LISTING_MISMATCH
RET-100273,True,False,True,True,True,2,False,True,False,0,Customer initiated return for PRODUCT_DEFECT
RET-100274,True,False,False,False,True,1,False,False,True,10,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100275,True,True,False,True,False,1,False,True,False,7,Customer initiated return for SHIPPING_DAMAGE
RET-100276,True,False,True,False,False,0,True,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE
RET-100277,True,True,False,False,True,2,True,True,False,9,Customer initiated return for SHIPPING_DAMAGE
RET-100278,True,True,False,False,False,1,False,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100279,True,True,False,False,False,2,True,True,False,10,Customer initiated return for SHIPPING_DAMAGE
RET-100280,True,False,False,True,True,2,True,True,False,5,Customer initiated return for SHIPPING_DAMAGE
RET-100281,True,True,True,True,False,1,False,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100282,True,False,True,False,True,0,True,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE
RET-100283,True,True,True,False,True,1,True,False,True,0,Customer initiated return for WARRANTY_FAILURE
RET-100284,True,True,False,True,True,2,False,False,True,8,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100285,True,False,False,False,True,0,True,False,True,8,Customer initiated return for WARRANTY_FAILURE
RET-100286,True,False,True,False,True,2,False,False,True,8,Customer initiated return for SETUP_DIFFICULTY
RET-100287,True,False,True,False,False,0,False,False,True,9,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100288,True,False,True,False,True,1,True,False,True,8,Customer initiated return for PACKAGING_ISSUE
